itm_no_item|INVALID ITEM 
itm_kxzd_pl|女 真 战 刀 
itm_qingdao|清 官 刀 
itm_qingdao_pl|清 官 刀 
itm_summer_long_axe|长 斧 
itm_summer_long_axe_pl|长 斧 
itm_hafted_blade_new|偃 月 刀 
itm_hafted_blade_new_pl|偃 月 刀 
itm_hafted_blade_new_2|偃 月 刀 
itm_hafted_blade_new_2_pl|偃 月 刀 
itm_longhalberd|长 戟 
itm_longhalberd_pl|长 戟 
itm_longhalberd_01|长 戟 
itm_longhalberd_01_pl|长 戟 
itm_poleaxe_a|重 战 斧 
itm_poleaxe_a_pl|重 战 斧 
itm_elegant_poleaxe|重 战 斧 1
itm_elegant_poleaxe_pl|重 战 斧 1
itm_german_poleaxe|日 耳 曼 重 战 斧 
itm_german_poleaxe_pl|日 耳 曼 重 战 斧 
itm_simple_poleaxe|勃 艮 第 重 战 斧 
itm_simple_poleaxe_pl|勃 艮 第 重 战 斧 
itm_guisarme|战 斧 
itm_guisarme_pl|战 斧 
itm_glaive_a|长 杆 阔 剑 
itm_glaive_a_pl|长 杆 阔 剑 
itm_glaive_b|长 杆 阔 剑 1
itm_glaive_b_pl|长 杆 阔 剑 1
itm_partisan|重 枪 
itm_partisan_pl|重 枪 
itm_hafted_blade_b|偃 月 刀 
itm_hafted_blade_b_pl|偃 月 刀 
itm_hafted_blade_a|宽 刃 刀 
itm_hafted_blade_a_pl|宽 刃 刀 
itm_shortened_military_scythe|短 柄 军 用 镰 
itm_shortened_military_scythe_pl|短 柄 军 用 镰 
itm_sword_medieval_a|剑 
itm_sword_medieval_a_pl|剑 
itm_sword_medieval_b|剑 
itm_sword_medieval_b_pl|剑 
itm_sword_medieval_b_small|短 剑 
itm_sword_medieval_b_small_pl|短 剑 
itm_sword_medieval_c|战 士 剑 
itm_sword_medieval_c_pl|战 士 剑 
itm_sword_medieval_c_small|战 士 短 剑 
itm_sword_medieval_c_small_pl|战 士 短 剑 
itm_sword_medieval_c_long|战 士 剑 
itm_sword_medieval_c_long_pl|战 士 剑 
itm_sword_medieval_d_long|战 士 长 剑 
itm_sword_medieval_d_long_pl|战 士 长 剑 
itm_sword_renai|雷 纳 剑
itm_sword_renai_pl|雷 纳 剑
itm_milanese_medieval|米 兰 剑 
itm_milanese_medieval_pl|米 兰 剑 
itm_china_25huanshou|剑 
itm_china_25huanshou_pl|剑 
itm_cchina_50huanshou|剑 
itm_cchina_50huanshou_pl|剑 
itm_dao_summer|刀 
itm_dao_summer_pl|刀 
itm_highlad_broadsword|高 地 阔 剑
itm_highlad_broadsword_pl|高 地 阔 剑
itm_ming_miaodao|大 明 马 刀
itm_ming_miaodao_pl|大 明 马 刀
itm_ibelin_sword|伊 贝 林 之 剑
itm_ibelin_sword_pl|伊 贝 林 之 剑
itm_turk_sablya_a|土 耳 其 刀 
itm_turk_sablya_a_pl|土 耳 其 刀 
itm_turk_sablya_b|土 耳 其 刀 _b
itm_turk_sablya_b_pl|土 耳 其 刀 _b
itm_turk_sablya_d|土 耳 其 刀 d
itm_turk_sablya_d_pl|土 耳 其 刀 d
itm_macear|铁 杖 
itm_macear_pl|铁 杖 
itm_espada_eslavona_a|埃 斯 帕 达 剑 
itm_espada_eslavona_a_pl|埃 斯 帕 达 剑 
itm_espada_eslavona_b|埃 斯 帕 达 剑 
itm_espada_eslavona_b_pl|埃 斯 帕 达 剑 
itm_italian_sword|意 大 利 剑 
itm_italian_sword_pl|意 大 利 剑 
itm_longbowman_sword|弓 手 剑 
itm_longbowman_sword_pl|弓 手 剑 
itm_italian_falchion|意 大 利 剑 
itm_italian_falchion_pl|意 大 利 剑 
itm_scottish_sword|苏 格 兰 剑 
itm_scottish_sword_pl|苏 格 兰 剑 
itm_grosse_messer|弯 刀 
itm_grosse_messer_pl|弯 刀 
itm_irish_sword|爱 尔 兰 剑 
itm_irish_sword_pl|爱 尔 兰 剑 
itm_mackie_bat_nailed|钉 头 槌 
itm_mackie_bat_nailed_pl|钉 头 槌 
itm_mackie_beefsplitter01|屠 夫 刀 
itm_mackie_beefsplitter01_pl|屠 夫 刀 
itm_mackie_beefsplitter02|屠 夫 刀 
itm_mackie_beefsplitter02_pl|屠 夫 刀 
itm_mackie_double_axe|双 刃 斧 
itm_mackie_double_axe_pl|双 刃 斧 
itm_mackie_great_lakes_mace|木 锤 
itm_mackie_great_lakes_mace_pl|木 锤 
itm_mackie_mangler_short|钉 头 锤 
itm_mackie_mangler_short_pl|钉 头 锤 
itm_mackie_morning_star|流 星 锤 
itm_mackie_morning_star_pl|流 星 锤 
itm_mackie_pendulum_axe|大 斧 
itm_mackie_pendulum_axe_pl|大 斧 
itm_mackie_varangian_axe|斧 头 
itm_mackie_varangian_axe_pl|斧 头 
itm_xeno_war_pick01|钉 锤 
itm_xeno_war_pick01_pl|钉 锤 
itm_xeno_grom|弯 斧 
itm_xeno_grom_pl|弯 斧 
itm_mackie_cutlass|弯 刀 
itm_mackie_cutlass_pl|弯 刀 
itm_mackie_falcata01|镰 型 刀 
itm_mackie_falcata01_pl|镰 型 刀 
itm_mackie_falchion01|镰 型 刀 2
itm_mackie_falchion01_pl|镰 型 刀 2
itm_mackie_falchion03|镰 型 刀 3
itm_mackie_falchion03_pl|镰 型 刀 3
itm_mackie_short_voulge|长 戟 头 
itm_mackie_short_voulge_pl|长 戟 头 
itm_mackie_godenak|直 刃 刀 
itm_mackie_godenak_pl|直 刃 刀 
itm_mackie_swordcane_blade|细 剑 
itm_mackie_swordcane_blade_pl|细 剑 
itm_daming_yaodao|腰 刀 
itm_daming_yaodao_pl|腰 刀 
itm_sword_viking_1|日 耳 曼 剑 
itm_sword_viking_1_pl|日 耳 曼 剑 
itm_sword_viking_2|日 耳 曼 剑 
itm_sword_viking_2_pl|日 耳 曼 剑 
itm_sword_viking_2_small|日 耳 曼 短 剑 
itm_sword_viking_2_small_pl|日 耳 曼 短 剑 
itm_sword_viking_3|日 耳 曼 战 剑 
itm_sword_viking_3_pl|日 耳 曼 战 剑 
itm_sword_viking_3_small|日 耳 曼 短 战 剑 
itm_sword_viking_3_small_pl|日 耳 曼 短 战 剑 
itm_sword_khergit_1|游 牧 弯 刀 
itm_sword_khergit_1_pl|游 牧 弯 刀 
itm_sword_khergit_2|弯 刀 
itm_sword_khergit_2_pl|弯 刀 
itm_sword_khergit_3|弯 刀 
itm_sword_khergit_3_pl|弯 刀 
itm_sword_khergit_4|重 型 弯 刀 
itm_sword_khergit_4_pl|重 型 弯 刀 
itm_mace_1|尖 头 棒 
itm_mace_1_pl|尖 头 棒 
itm_mace_2|圆 头 杖 
itm_mace_2_pl|圆 头 杖 
itm_mace_3|尖 头 杖 
itm_mace_3_pl|尖 头 杖 
itm_mace_4|翼 头 杖 
itm_mace_4_pl|翼 头 杖 
itm_club_with_spike_head|尖 头 棍 
itm_club_with_spike_head_pl|尖 头 棍 
itm_long_spiked_club|长 钉 棒 
itm_long_spiked_club_pl|长 钉 棒 
itm_long_hafted_knobbed_mace|长 柄 圆 头 杖 
itm_long_hafted_knobbed_mace_pl|长 柄 圆 头 杖 
itm_long_hafted_spiked_mace|长 柄 尖 头 杖 
itm_long_hafted_spiked_mace_pl|长 柄 尖 头 杖 
itm_sarranid_two_handed_mace_1|铁 杖 
itm_sarranid_two_handed_mace_1_pl|铁 杖 
itm_sarranid_mace_1|铁 杖 
itm_sarranid_mace_1_pl|铁 杖 
itm_sarranid_axe_a|铁 战 斗 斧 
itm_sarranid_axe_a_pl|铁 战 斗 斧 
itm_sarranid_axe_b|铁 战 斧 
itm_sarranid_axe_b_pl|铁 战 斧 
itm_sarranid_two_handed_axe_a|萨 兰 德 战 斗 斧 
itm_sarranid_two_handed_axe_a_pl|萨 兰 德 战 斗 斧 
itm_sarranid_two_handed_axe_b|萨 兰 德 战 斧 
itm_sarranid_two_handed_axe_b_pl|萨 兰 德 战 斧 
itm_scythe|长 柄 镰 刀 
itm_scythe_pl|长 柄 镰 刀 
itm_pitch_fork|耙 子 
itm_pitch_fork_pl|耙 子 
itm_military_fork|军 用 叉 
itm_military_fork_pl|军 用 叉 
itm_battle_fork|战 斗 叉 
itm_battle_fork_pl|战 斗 叉 
itm_boar_spear|尖 矛 
itm_boar_spear_pl|尖 矛 
itm_glaive|长 柄 大 刀 
itm_glaive_pl|长 柄 大 刀 
itm_poleaxe|长 柄 斧 
itm_poleaxe_pl|长 柄 斧 
itm_polehammer|长 柄 锤 
itm_polehammer_pl|长 柄 锤 
itm_staff|棍 
itm_staff_pl|棍 
itm_quarter_staff|铁 头 棍 
itm_quarter_staff_pl|铁 头 棍 
itm_iron_staff|铁 棍 
itm_iron_staff_pl|铁 棍 
itm_shortened_spear|短 柄 矛 
itm_shortened_spear_pl|短 柄 矛 
itm_spear|矛 
itm_spear_pl|矛 
itm_summer_spear|中 式 矛 
itm_summer_spear_pl|中 式 矛 
itm_summer_spear_b|中 式 矛 
itm_summer_spear_b_pl|中 式 矛 
itm_tomon|三 叉 戟 
itm_tomon_pl|三 叉 戟 
itm_buffalo_lance|矛 
itm_buffalo_lance_pl|矛 
itm_ceremonial_lance|羽 饰 矛 
itm_ceremonial_lance_pl|羽 饰 矛 
itm_rusty_spear|印 第 安 矛 
itm_rusty_spear_pl|印 第 安 矛 
itm_mackie_tepoztopilli|黑 曜 石 长 矛 
itm_mackie_tepoztopilli_pl|黑 曜 石 长 矛 
itm_bamboo_spear|竹 矛 
itm_bamboo_spear_pl|竹 矛 
itm_war_spear|战 矛 
itm_war_spear_pl|战 矛 
itm_military_scythe|军 用 镰 
itm_military_scythe_pl|军 用 镰 
itm_light_lance|轻 型 骑 枪 
itm_light_lance_pl|轻 型 骑 枪 
itm_lance|骑 枪 
itm_lance_pl|骑 枪 
itm_heavy_lance|重 型 骑 枪 
itm_heavy_lance_pl|重 型 骑 枪 
itm_daming_ji|骑 兵 长 戟 
itm_daming_ji_pl|骑 兵 长 戟 
itm_daming_hupiji|骑 兵 长 戟 1
itm_daming_hupiji_pl|骑 兵 长 戟 1
itm_hanchangmao|大 明 战 矛
itm_hanchangmao_pl|大 明 战 矛
itm_damingbannerlance|大 明 骑 兵 旗 
itm_damingbannerlance_pl|大 明 骑 兵 旗 
itm_jousting_lance|练 习 骑 枪 
itm_jousting_lance_pl|练 习 骑 枪 
itm_double_sided_lance|双 头 骑 枪 
itm_double_sided_lance_pl|双 头 骑 枪 
itm_pol_gusar_lansa_b|长 骑 枪 
itm_pol_gusar_lansa_b_pl| 骑 兵 枪
itm_colour_heavy_lance|彩 色 重 骑 枪
itm_colour_heavy_lance_pl|彩 色 重 骑 枪
itm_great_lance|巨 型 骑 枪 
itm_great_lance_pl|巨 型 骑 枪 
itm_pike|枪 
itm_pike_pl|枪 
itm_pike560|方 阵 长 矛 560
itm_pike560_pl|方 阵 长 矛 560
itm_daming_sanjiaocha|三 叉 戟 
itm_daming_sanjiaocha_pl|三 叉 戟 
itm_pike400|方 阵 长 矛 400
itm_pike400_pl|方 阵 长 矛 400
itm_pike500|方 阵 长 矛 500
itm_pike500_pl|方 阵 长 矛 500
itm_ashwood_pike|灰 木 枪 
itm_ashwood_pike_pl|灰 木 枪 
itm_awlpike|锥 头 枪 
itm_awlpike_pl|锥 头 枪 
itm_awlpike_long|长 锥 头 枪 
itm_awlpike_long_pl|长 锥 头 枪 
itm_whitebanner|白 色 旗 帜 
itm_whitebanner_pl|白 色 旗 帜 
itm_yellowbanner|黄 色 旗 帜 
itm_yellowbanner_pl|黄 色 旗 帜 
itm_greenbanner|绿 色 旗 帜 
itm_greenbanner_pl|绿 色 旗 帜 
itm_bluebanner|蓝 色 旗 帜 
itm_bluebanner_pl|蓝 色 旗 帜 
itm_redbanner1|红 色 旗 帜 1
itm_redbanner1_pl|红 色 旗 帜 1
itm_redbanner|红 色 旗 帜 
itm_redbanner_pl|红 色 旗 帜 
itm_daming_banner01|大 明 军 旗 
itm_daming_banner01_pl|大 明 军 旗 
itm_daming_banner02|大 明 军 旗 
itm_daming_banner02_pl|大 明 军 旗 
itm_daming_banner03|大 明 军 旗 
itm_daming_banner03_pl|大 明 军 旗 
itm_daming_banner04|大 明 军 旗 
itm_daming_banner04_pl|大 明 军 旗 
itm_blackbanner|黑 色 旗 帜 
itm_blackbanner_pl|黑 色 旗 帜 
itm_pbanner|紫 色 旗 帜 
itm_pbanner_pl|紫 色 旗 帜 
itm_bec_de_corbin_a|战 锤 
itm_bec_de_corbin_a_pl|战 锤 
itm_wooden_shield|木 盾 
itm_wooden_shield_pl|木 盾 
itm_red_lion_shield_cav|雄 狮 骑 士 盾
itm_red_lion_shield_cav_pl|雄 狮 骑 士 盾
itm_volencia_lion_round_shield|圆 盾 
itm_volencia_lion_round_shield_pl|圆 盾 
itm_red_shield_kite|赤 之 盾
itm_red_shield_kite_pl|赤 之 盾
itm_new_round_shield|东 方 盾 
itm_new_round_shield_pl|东 方 盾 
itm_new_round_shield_b|东 方 盾 II
itm_new_round_shield_b_pl|东 方 盾 II
itm_s_h1|强 化 高 地 盾
itm_s_h1_pl|强 化 高 地 盾
itm_s_h1_1|强 化 高 地 盾
itm_s_h1_1_pl|强 化 高 地 盾
itm_s_h1_2|强 化 高 地 盾
itm_s_h1_2_pl|强 化 高 地 盾
itm_s_h2| 高 地 盾
itm_s_h2_pl| 高 地 盾
itm_s_h2_1| 高 地 盾
itm_s_h2_1_pl| 高 地 盾
itm_s_h2_2| 高 地 盾
itm_s_h2_2_pl| 高 地 盾
itm_dunpai1|扇 形 盾
itm_dunpai1_pl|扇 形 盾
itm_dunpai2|扇 形 盾
itm_dunpai2_pl|扇 形 盾
itm_dunpai3|扇 形 盾
itm_dunpai3_pl|扇 形 盾
itm_dunpai4|扇 形 盾
itm_dunpai4_pl|扇 形 盾
itm_dunpai5|扇 形 盾
itm_dunpai5_pl|扇 形 盾
itm_dunpai6|扇 形 盾
itm_dunpai6_pl|扇 形 盾
itm_dunpai7|扇 形 盾
itm_dunpai7_pl|扇 形 盾
itm_dunpai8|扇 形 盾
itm_dunpai8_pl|扇 形 盾
itm_mingduen|明 盾
itm_mingduen_pl|明 盾
itm_star_moon_shield|星 月 盾
itm_star_moon_shield_pl|星 月 盾
itm_cavalry_shield_pavise_15|东 方 盾
itm_cavalry_shield_pavise_15_pl|东 方 盾
itm_tarch_a|土 耳 其 盾
itm_tarch_a_pl|土 耳 其 盾
itm_tarch_b|土 耳 其 盾
itm_tarch_b_pl|土 耳 其 盾
itm_spear_h_2_15m|格 挡 用 矛
itm_spear_h_2_15m_pl|格 挡 用 矛
itm_india_shield_a|印 第 安 盾 
itm_india_shield_a_pl|印 第 安 盾 
itm_dal_turkiv|小 圆 盾 
itm_dal_turkiv_pl|小 圆 盾 
itm_shield_pavisei|方 盾 
itm_shield_pavisei_pl|方 盾 
itm_rundash|铁 盾 
itm_rundash_pl|铁 盾 
itm_aztec_shield|美 洲 盾 
itm_aztec_shield_pl|美 洲 盾 
itm_aztec_shield333|美 洲 盾 
itm_aztec_shield333_pl|美 洲 盾 
itm_aztec_shield3|美 洲 盾 
itm_aztec_shield3_pl|美 洲 盾 
itm_aztec_shield4|美 洲 盾 
itm_aztec_shield4_pl|美 洲 盾 
itm_aztec_shield5|美 洲 盾 
itm_aztec_shield5_pl|美 洲 盾 
itm_aztec_shield6|美 洲 盾 
itm_aztec_shield6_pl|美 洲 盾 
itm_aztec_shield7|美 洲 盾 
itm_aztec_shield7_pl|美 洲 盾 
itm_aztec_shield8|美 洲 盾 
itm_aztec_shield8_pl|美 洲 盾 
itm_khen_rattan1|藤 盾 
itm_khen_rattan1_pl|藤 盾 
itm_daming_tengpai|藤 牌 
itm_daming_tengpai_pl|藤 牌 
itm_nordic_shield|日 尔 曼 盾 
itm_nordic_shield_pl|日 尔 曼 盾 
itm_fur_covered_shield|蒙 皮 盾 
itm_fur_covered_shield_pl|蒙 皮 盾 
itm_steel_shield|钢 盾 
itm_steel_shield_pl|钢 盾 
itm_plate_covered_round_shield|覆 板 圆 盾 
itm_plate_covered_round_shield_pl|覆 板 圆 盾 
itm_leather_covered_round_shield|蒙 皮 圆 盾 
itm_leather_covered_round_shield_pl|蒙 皮 圆 盾 
itm_hide_covered_round_shield|兽 皮 圆 盾 
itm_hide_covered_round_shield_pl|兽 皮 圆 盾 
itm_shield_heater_c|扇 形 盾 
itm_shield_heater_c_pl|扇 形 盾 
itm_norman_shield_1|筝 形 盾 
itm_norman_shield_1_pl|筝 形 盾 
itm_norman_shield_2|筝 形 盾 
itm_norman_shield_2_pl|筝 形 盾 
itm_norman_shield_3|筝 形 盾 
itm_norman_shield_3_pl|筝 形 盾 
itm_norman_shield_4|筝 形 盾 
itm_norman_shield_4_pl|筝 形 盾 
itm_norman_shield_5|筝 形 盾 
itm_norman_shield_5_pl|筝 形 盾 
itm_norman_shield_6|筝 形 盾 
itm_norman_shield_6_pl|筝 形 盾 
itm_norman_shield_7|筝 形 盾 
itm_norman_shield_7_pl|筝 形 盾 
itm_norman_shield_8|筝 形 盾 
itm_norman_shield_8_pl|筝 形 盾 
itm_tab_shield_round_a|旧 圆 盾 
itm_tab_shield_round_a_pl|旧 圆 盾 
itm_tab_shield_round_b|简 易 圆 盾 
itm_tab_shield_round_b_pl|简 易 圆 盾 
itm_tab_shield_round_c|圆 盾 
itm_tab_shield_round_c_pl|圆 盾 
itm_tab_shield_round_d|重 型 圆 盾 
itm_tab_shield_round_d_pl|重 型 圆 盾 
itm_tab_shield_round_e|皇 家 侍 卫 圆 盾 
itm_tab_shield_round_e_pl|皇 家 侍 卫 圆 盾 
itm_tab_shield_kite_a|旧 筝 形 盾 
itm_tab_shield_kite_a_pl|旧 筝 形 盾 
itm_tab_shield_kite_b|简 易 筝 形 盾 
itm_tab_shield_kite_b_pl|简 易 筝 形 盾 
itm_tab_shield_kite_c|筝 形 盾 
itm_tab_shield_kite_c_pl|筝 形 盾 
itm_tab_shield_kite_d|重 型 筝 形 盾 
itm_tab_shield_kite_d_pl|重 型 筝 形 盾 
itm_tab_shield_kite_cav_a|骑 手 筝 形 盾 
itm_tab_shield_kite_cav_a_pl|骑 手 筝 形 盾 
itm_tab_shield_kite_cav_b|骑 士 筝 形 盾 
itm_tab_shield_kite_cav_b_pl|骑 士 筝 形 盾 
itm_tab_shield_heater_a|旧 扇 形 盾 
itm_tab_shield_heater_a_pl|旧 扇 形 盾 
itm_tab_shield_heater_b|简 易 扇 形 盾 
itm_tab_shield_heater_b_pl|简 易 扇 形 盾 
itm_tab_shield_heater_c|扇 形 盾 
itm_tab_shield_heater_c_pl|扇 形 盾 
itm_tab_shield_heater_d|重 扇 形 盾 
itm_tab_shield_heater_d_pl|重 扇 形 盾 
itm_tab_shield_heater_cav_a|骑 手 扇 形 盾 
itm_tab_shield_heater_cav_a_pl|骑 手 扇 形 盾 
itm_tab_shield_heater_cav_b|骑 士 扇 形 盾 
itm_tab_shield_heater_cav_b_pl|骑 士 扇 形 盾 
itm_tab_shield_pavise_a|旧 阔 盾 
itm_tab_shield_pavise_a_pl|旧 阔 盾 
itm_tab_shield_pavise_b|平 面 阔 盾 
itm_tab_shield_pavise_b_pl|平 面 阔 盾 
itm_tab_shield_pavise_c|阔 盾 
itm_tab_shield_pavise_c_pl|阔 盾 
itm_tab_shield_pavise_d|重 型 阔 盾 
itm_tab_shield_pavise_d_pl|重 型 阔 盾 
itm_tab_shield_small_round_a|平 面 骑 兵 盾 
itm_tab_shield_small_round_a_pl|平 面 骑 兵 盾 
itm_tab_shield_small_round_b|圆 骑 兵 盾 
itm_tab_shield_small_round_b_pl|圆 骑 兵 盾 
itm_tab_shield_small_round_c|精 锐 骑 兵 盾 
itm_tab_shield_small_round_c_pl|精 锐 骑 兵 盾 
itm_darts|梭 镖 
itm_darts_pl|梭 镖 
itm_war_darts|战 镖 
itm_war_darts_pl|战 镖 
itm_javelin|标 枪 
itm_javelin_pl|标 枪 
itm_javelin_melee|标 枪 
itm_javelin_melee_pl|标 枪 
itm_throwing_spears|投 矛 
itm_throwing_spears_pl|投 矛 
itm_throwing_spear_melee|投 矛 
itm_throwing_spear_melee_pl|投 矛 
itm_jarid|短 标 枪 
itm_jarid_pl|短 标 枪 
itm_jarid_melee|短 标 枪 
itm_jarid_melee_pl|短 标 枪 
itm_stones|石 子 
itm_stones_pl|石 子 
itm_hawk|石 斧 
itm_hawk_pl|石 斧 
itm_bgtomahawk_throw|印 第 安 斧 头 
itm_bgtomahawk_throw_pl|印 第 安 斧 头 
itm_grenades|手 雷 
itm_grenades_pl|手 雷 
itm_throwing_knives|飞 刀 
itm_throwing_knives_pl|飞 刀 
itm_throwing_daggers|飞 刀 
itm_throwing_daggers_pl|飞 刀 
itm_light_throwing_axes|轻 型 飞 斧 
itm_light_throwing_axes_pl|轻 型 飞 斧 
itm_light_throwing_axes_melee|轻 型 飞 斧 
itm_light_throwing_axes_melee_pl|轻 型 飞 斧 
itm_throwing_axes|飞 斧 
itm_throwing_axes_pl|飞 斧 
itm_throwing_axes_melee|飞 斧 
itm_throwing_axes_melee_pl|飞 斧 
itm_heavy_throwing_axes|重 型 飞 斧 
itm_heavy_throwing_axes_pl|重 型 飞 斧 
itm_heavy_throwing_axes_melee|重 型 飞 斧 
itm_heavy_throwing_axes_melee_pl|重 型 飞 斧 
itm_hunting_bow|猎 弓 
itm_hunting_bow_pl|猎 弓 
itm_short_bow|短 弓 
itm_short_bow_pl|短 弓 
itm_nomad_bow|游 牧 弓 
itm_nomad_bow_pl|游 牧 弓 
itm_long_bow|长 弓 
itm_long_bow_pl|长 弓 
itm_khergit_bow|库 吉 特 弓 
itm_khergit_bow_pl|库 吉 特 弓 
itm_strong_bow|硬 弓 
itm_strong_bow_pl|硬 弓 
itm_new_long_bow|英 格 兰 长 弓 
itm_new_long_bow_pl|英 格 兰 长 弓 
itm_hangong|汉 弓 
itm_hangong_pl|汉 弓 
itm_heavy_yumi|日 本 弓 
itm_heavy_yumi_pl|日 本 弓 
itm_daming_bow|明 弓 
itm_daming_bow_pl|明 弓 
itm_war_bow|战 弓 
itm_war_bow_pl|战 弓 
itm_hunting_crossbow|猎 弩 
itm_hunting_crossbow_pl|猎 弩 
itm_light_crossbow|轻 弩 
itm_light_crossbow_pl|轻 弩 
itm_crossbow|弩 
itm_crossbow_pl|弩 
itm_crossbow_shenbi|神 臂 弩 
itm_crossbow_shenbi_pl|神 臂 弩 
itm_crossbow_tiaodeng|弩 
itm_crossbow_tiaodeng_pl|弩 
itm_lander_crossbow|狙 击 弩
itm_lander_crossbow_pl|狙 击 弩
itm_china_cross|连 弩 
itm_china_cross_pl|连 弩 
itm_heavy_crossbow|重 弩 
itm_heavy_crossbow_pl|重 弩 
itm_sniper_crossbow|攻 城 弩 
itm_sniper_crossbow_pl|攻 城 弩 
itm_musket_a|火 枪 
itm_musket_a_pl|火 枪 
itm_karabin_a|火 枪 
itm_karabin_a_pl|火 枪 
itm_karabin_b|火 枪 
itm_karabin_b_pl|火 枪 
itm_3yuan|三 眼 神 铳
itm_3yuan_pl|三 眼 神 铳
itm_fonangji|大 明 神 铳
itm_fonangji_pl|大 明 神 铳
itm_ming_qiang|鸟 铳
itm_ming_qiang_pl|鸟 铳
itm_daming_niaochong|鸟 铳 1
itm_daming_niaochong_pl|鸟 铳 1
itm_niaochong|清 鸟 铳 
itm_niaochong_pl|清 鸟 铳 
itm_flintlock_rifle_1|火 绳 枪 
itm_flintlock_rifle_1_pl|火 绳 枪 
itm_arquebus|滑 膛 枪 
itm_arquebus_pl|滑 膛 枪 
itm_matchlock_1|燧 发 火 枪 
itm_matchlock_1_pl|燧 发 火 枪 
itm_matchlock_2|火 绳 枪 
itm_matchlock_2_pl|火 绳 枪 
itm_pistol_a|手 枪 
itm_pistol_a_pl|手 枪 
itm_pistol_b|手 枪 
itm_pistol_b_pl|手 枪 
itm_flintlock_pistol_elite|燧 发 手 枪 
itm_flintlock_pistol_elite_pl|燧 发 手 枪 
itm_reitern_pistol_4s|燧 发 手 枪 
itm_reitern_pistol_4s_pl|燧 发 手 枪 
itm_flintlock_pistol|燧 石 发 火 手 枪 
itm_flintlock_pistol_pl|燧 石 发 火 手 枪 
itm_torch|火 把 
itm_torch_pl|火 把 
itm_lyre|里 拉 琴 
itm_lyre_pl|里 拉 琴 
itm_lute|鲁 特 琴 
itm_lute_pl|鲁 特 琴 
itm_strange_armor|奇 形 甲 
itm_strange_armor_pl|奇 形 甲 
itm_strange_boots|奇 形 靴 
itm_strange_boots_pl|奇 形 靴 
itm_strange_helmet|奇 形 盔 
itm_strange_helmet_pl|奇 形 盔 
itm_strange_sword|武 士 刀 
itm_strange_sword_pl|武 士 刀 
itm_strange_great_sword|野 太 刀 
itm_strange_great_sword_pl|野 太 刀 
itm_strange_short_sword|短 刀 
itm_strange_short_sword_pl|短 刀 
itm_court_dress|侍 女 裙 
itm_court_dress_pl|侍 女 裙 
itm_rich_outfit|华 服 
itm_rich_outfit_pl|华 服 
itm_khergit_guard_armor|库 吉 特 护 甲 
itm_khergit_guard_armor_pl|库 吉 特 护 甲 
itm_felt_steppe_cap|草 原 带 沿 帽 
itm_felt_steppe_cap_pl|草 原 带 沿 帽 
itm_khergit_war_helmet|库 吉 特 战 盔 
itm_khergit_war_helmet_pl|库 吉 特 战 盔 
itm_khergit_helmet|库 吉 特 盔 
itm_khergit_helmet_pl|库 吉 特 盔 
itm_khergit_guard_boots|库 吉 特 护 靴 
itm_khergit_guard_boots_pl|库 吉 特 护 靴 
itm_khergit_guard_helmet|库 吉 特 护 盔 
itm_khergit_guard_helmet_pl|库 吉 特 护 盔 
itm_khergit_cavalry_helmet|库 吉 特 骑 盔 
itm_khergit_cavalry_helmet_pl|库 吉 特 骑 盔 
itm_black_hood|黑 风 帽 
itm_black_hood_pl|黑 风 帽 
itm_light_leather|轻 皮 甲 
itm_light_leather_pl|轻 皮 甲 
itm_light_leather_boots|轻 皮 靴 
itm_light_leather_boots_pl|轻 皮 靴 
itm_mail_and_plate|链 板 复 合 甲 
itm_mail_and_plate_pl|链 板 复 合 甲 
itm_light_mail_and_plate|轻 链 板 复 合 甲 
itm_light_mail_and_plate_pl|轻 链 板 复 合 甲 
itm_byzantion_helmet_a|拜 占 庭 盔 
itm_byzantion_helmet_a_pl|拜 占 庭 盔 
itm_magyar_helmet_a|马 扎 尔 盔 
itm_magyar_helmet_a_pl|马 扎 尔 盔 
itm_rus_helmet_a|钢 盔 
itm_rus_helmet_a_pl|钢 盔 
itm_sipahi_helmet_a|西 帕 希 盔 
itm_sipahi_helmet_a_pl|西 帕 希 盔 
itm_shahi|萨 希 
itm_shahi_pl|萨 希 
itm_rabati|拉 巴 特 
itm_rabati_pl|拉 巴 特 
itm_tunic_with_green_cape|绿 色 带 披 风 短 袍 
itm_tunic_with_green_cape_pl|绿 色 带 披 风 短 袍 
itm_keys|钥 匙 串 
itm_keys_pl|钥 匙 串 
itm_bride_dress|新 娘 装 
itm_bride_dress_pl|新 娘 装 
itm_bride_crown|花 冠 
itm_bride_crown_pl|花 冠 
itm_bride_shoes|新 娘 鞋 
itm_bride_shoes_pl|新 娘 鞋 
itm_practice_bow_2|练 习 弓 
itm_practice_bow_2_pl|练 习 弓 
itm_practice_arrows_2|练 习 箭 
itm_practice_arrows_2_pl|练 习 箭 
itm_plate_boots|板 甲 靴 
itm_plate_boots_pl|板 甲 靴 
itm_mail_boots_for_tableau|链 甲 靴 
itm_mail_boots_for_tableau_pl|链 甲 靴 
itm_rare_goods_1|来 自 新 大 陆 的 货 物 X1
itm_rare_goods_1_pl|来 自 新 大 陆 的 货 物 X1
itm_rare_goods_2|来 自 新 大 陆 的 货 物 X2
itm_rare_goods_2_pl|来 自 新 大 陆 的 货 物 X2
